idi,name,birth_year,birth_month,birth_day,gender,registration_id,athletic_score,leadership_score,talent_score,gpa,class_assigned,selected_activity,grade_level,talent,olympiad_scores,subject_specialization,fitness_score,sports_category,subject,mentor_grade,mentor_class,judge
4119,Maria Lopez,2008,4,27,Female,14119,5.6,8.1,2.3,7.8,10C,Scholar,10,,52-86-64,mathematics,,,,,,
4120,Steven Anderson,2009,10,24,Male,14120,0.6,4.3,2.1,6.7,9A,Scholar,9,,50-66-61,mathematics,,,,,,
4121,Emma Miller,2007,3,25,Female,14121,6.3,4.2,0.3,9.6,11A,Talent,11,drama,,,,,,,,
4122,Michael Martin,2009,12,21,Male,14122,2.5,6.3,6.9,9.0,9A,Sports,9,,,,61.7,chess,,,,
4123,Steven Garcia,2007,9,15,Male,14123,5.9,9.2,0.7,8.4,11A,Sports,11,,,,69.8,cricket,,,,
4124,Charles Thomas,2007,11,1,Male,14124,5.6,4.8,1.4,6.5,11C,Scholar,11,,67-69-93,science,,,,,,
4125,Anna Thomas,2010,11,13,Female,14125,2.8,7.4,3.4,6.2,8C,Sports,8,,,,53.7,cricket,,,,
4126,Barbara Anderson,2008,5,23,Female,14126,1.1,5.8,7.9,6.1,10A,Talent,10,singing,,,,,,,,
4127,Mark Garcia,2010,1,19,Male,14127,7.5,3.7,2.9,6.8,8A,Scholar,8,,69-75-81,science,,,,,,
4128,Sandra Miller,2007,1,12,Female,14128,4.4,3.3,9.1,6.0,11A,Talent,11,dance,,,,,,,,
4129,Steven Garcia,2010,9,11,Male,14129,3.3,5.0,9.5,6.7,8C,Scholar,8,,61-61-71,science,,,,,,
4130,Elizabeth Martin,2008,8,26,Female,14130,4.9,4.5,6.8,7.3,10B,Sports,10,,,,69.5,chess,,,,
4131,George Brown,2011,8,15,Male,14131,0.1,2.9,9.4,8.9,7B,Scholar,7,,58-93-80,science,,,,,,
4132,Joseph Rodriguez,2008,5,22,Male,14132,8.4,8.2,4.6,8.0,10B,Sports,10,,,,56.4,cricket,,,,
4133,Anthony Brown,2010,6,20,Male,14133,8.7,6.2,6.4,9.0,8B,Sports,8,,,,96.2,cricket,,,,
4134,Richard Anderson,2009,1,15,Male,14134,5.7,5.0,7.8,7.1,9C,Talent,9,drama,,,,,,,,
4135,Mark Wilson,2007,2,27,Male,14135,2.8,5.2,4.0,6.4,11B,Scholar,11,,60-63-79,mathematics,,,,,,
4136,George Davis,2009,10,26,Male,14136,5.1,6.7,8.7,6.2,9B,Talent,9,drama,,,,,,,,
4137,Laura Johnson,2010,7,27,Female,14137,9.0,3.0,9.0,9.9,8B,Scholar,8,,76-92-82,mathematics,,,,,,
4138,Samantha Hernandez,2012,8,26,Female,14138,3.6,6.5,9.1,7.2,6B,Sports,6,,,,55.2,cricket,,,,
4139,Anna Lopez,2012,10,16,Female,14139,2.1,5.7,7.3,7.7,6C,Talent,6,singing,,,,,,,,
4140,Patricia Miller,2007,2,5,Female,14140,0.5,0.4,0.2,8.8,11B,Talent,11,singing,,,,,,,,
4141,Matthew Jones,2007,6,26,Male,14141,4.7,0.5,9.0,9.4,11A,Talent,11,singing,,,,,,,,
4142,Kenneth Hernandez,2010,11,10,Male,14142,3.5,2.9,4.9,9.3,8B,Sports,8,,,,66.7,cricket,,,,
4143,Helen Williams,2011,8,1,Female,14143,8.7,7.6,2.9,9.4,7C,Sports,7,,,,92.0,chess,,,,
4144,Christine Moore,2010,1,17,Female,14144,6.3,7.5,4.5,9.9,8A,Sports,8,,,,97.0,cricket,,,,
4145,Robert Williams,2010,1,14,Male,14145,8.3,2.6,2.2,9.4,8A,Talent,8,singing,,,,,,,,
4146,Michelle Brown,2007,12,7,Female,14146,0.1,1.3,7.9,9.7,11B,Scholar,11,,95-57-53,mathematics,,,,,,
4147,Karen Jones,2009,3,26,Female,14147,8.9,1.8,3.8,9.8,9B,Scholar,9,,88-80-70,mathematics,,,,,,
4148,Michelle Gonzalez,2007,9,27,Female,14148,7.6,6.9,7.5,8.0,11B,Talent,11,drama,,,,,,,,
4149,Jessica Davis,2010,11,10,Female,14149,1.0,3.8,1.1,8.1,8A,Sports,8,,,,70.8,cricket,,,,
4150,Lisa Taylor,2012,5,25,Female,14150,5.3,3.4,1.3,7.9,6C,Sports,6,,,,58.5,cricket,,,,
4151,Matthew Jackson,2008,3,16,Male,14151,2.0,3.1,5.0,8.8,10C,Scholar,10,,74-95-75,science,,,,,,
4152,Michelle Jones,2009,6,26,Female,14152,9.2,1.1,6.0,7.8,9A,Talent,9,drama,,,,,,,,
4153,Richard Hernandez,2007,3,23,Male,14153,1.2,3.5,6.5,7.7,11B,Talent,11,singing,,,,,,,,
4154,Elizabeth Moore,2009,4,6,Female,14154,1.4,0.1,2.3,9.3,9A,Sports,9,,,,77.6,chess,,,,
4155,Elizabeth Davis,2007,1,11,Female,14155,9.4,4.3,1.5,7.1,11A,Sports,11,,,,52.9,cricket,,,,
4156,Sandra Brown,2008,12,26,Female,14156,2.6,9.0,3.1,6.5,10A,Talent,10,singing,,,,,,,,
4157,Thomas Davis,2006,7,1,Male,14157,3.4,3.5,0.2,8.3,12C,Sports,12,,,,92.2,cricket,,,,
4158,George Johnson,2012,7,12,Male,14158,7.5,2.7,4.5,9.6,6A,Scholar,6,,55-60-58,mathematics,,,,,,
4159,Richard Jackson,2007,6,18,Male,14159,1.6,2.1,5.4,6.4,11B,Sports,11,,,,59.5,cricket,,,,
4160,Linda Gonzalez,2006,11,28,Female,14160,2.8,2.5,8.8,9.3,12B,Scholar,12,,73-61-94,mathematics,,,,,,
4161,Charles Moore,2006,6,19,Male,14161,5.6,4.0,4.7,10.0,12C,Scholar,12,,66-68-87,science,,,,,,
4162,Sarah Lopez,2007,4,8,Female,14162,4.7,4.8,1.6,7.3,11C,Scholar,11,,94-75-97,science,,,,,,
4163,Linda Davis,2012,11,2,Female,14163,6.7,2.1,2.2,9.2,6B,Scholar,6,,64-80-61,mathematics,,,,,,
4164,Jessica Smith,2008,10,28,Female,14164,9.4,2.7,2.0,8.6,10A,Talent,10,singing,,,,,,,,
4165,Christine Smith,2009,1,10,Female,14165,3.2,8.3,0.7,9.0,9B,Sports,9,,,,96.9,chess,,,,
4166,Kenneth Anderson,2007,8,21,Male,14166,2.0,0.3,8.0,7.0,11A,Talent,11,dance,,,,,,,,
4167,Susan Moore,2012,5,26,Female,14167,5.5,5.1,1.1,9.9,6B,Scholar,6,,82-58-52,science,,,,,,
4168,Daniel Anderson,2011,7,17,Male,14168,6.7,9.2,0.9,8.1,7C,Sports,7,,,,52.1,chess,,,,
4169,Mark Jones,2006,10,17,Male,14169,6.0,5.3,1.2,6.7,12A,Talent,12,drama,,,,,,,,
4170,Mary Moore,2012,6,7,Female,14170,6.1,0.2,8.4,7.0,6A,Scholar,6,,87-67-89,mathematics,,,,,,
4171,James Taylor,2008,7,5,Male,14171,4.4,9.2,7.4,7.7,10B,Scholar,10,,70-56-64,science,,,,,,
4172,Michelle Wilson,2009,6,7,Female,14172,5.5,0.1,8.2,9.6,9B,Talent,9,singing,,,,,,,,
4173,Karen Jackson,2011,3,22,Female,14173,0.4,6.0,7.6,7.1,7C,Scholar,7,,83-70-56,science,,,,,,
4174,Charles Jackson,2012,3,21,Male,14174,8.2,8.8,3.5,7.3,6B,Sports,6,,,,78.1,chess,,,,
4175,Joseph Martin,2009,3,18,Male,14175,3.4,9.1,6.9,7.9,9A,Scholar,9,,96-55-63,science,,,,,,
4176,Matthew Thomas,2009,12,14,Male,14176,7.5,1.1,6.7,8.6,9A,Sports,9,,,,71.3,cricket,,,,
4177,Charles Johnson,2007,3,28,Male,14177,6.6,8.9,7.5,9.2,11B,Sports,11,,,,83.1,cricket,,,,
4178,Sarah Thomas,2008,9,11,Female,14178,5.8,6.4,1.6,8.6,10A,Scholar,10,,88-59-65,mathematics,,,,,,
4179,Michelle Lopez,2011,8,15,Female,14179,8.6,7.6,5.2,9.2,7C,Scholar,7,,63-61-88,mathematics,,,,,,
4180,Samantha Martin,2012,7,22,Female,14180,4.5,4.0,1.0,8.8,6A,Sports,6,,,,54.2,cricket,,,,
4181,Kenneth Moore,2007,11,5,Male,14181,9.0,4.0,8.1,6.8,11A,Sports,11,,,,81.6,chess,,,,
4182,Kenneth Martin,2009,10,15,Male,14182,1.3,1.2,7.8,7.0,9A,Sports,9,,,,56.1,chess,,,,
4183,Andrew Davis,2007,4,13,Male,14183,3.9,0.4,0.9,9.3,11B,Scholar,11,,96-99-95,mathematics,,,,,,
4184,William Jackson,2008,5,9,Male,14184,6.4,3.6,3.8,6.1,10C,Talent,10,singing,,,,,,,,
4185,David Johnson,2009,12,4,Male,14185,1.7,4.7,5.2,9.2,9B,Talent,9,singing,,,,,,,,
4186,Laura Miller,2011,1,10,Female,14186,7.7,1.5,7.0,7.1,7A,Sports,7,,,,54.4,chess,,,,
4187,Christine Martin,2006,6,10,Female,14187,7.2,1.9,8.0,9.3,12C,Scholar,12,,67-88-91,science,,,,,,
4188,Elizabeth Taylor,2009,9,20,Female,14188,7.2,6.7,3.1,8.0,9A,Sports,9,,,,72.6,cricket,,,,
4189,William Lopez,2011,4,24,Male,14189,6.8,9.0,1.3,7.5,7A,Sports,7,,,,96.5,chess,,,,
4190,Mark Davis,2007,10,13,Male,14190,5.6,6.9,7.5,6.1,11A,Scholar,11,,57-95-57,science,,,,,,
4191,Sandra Wilson,2006,7,22,Female,14191,4.1,1.2,6.9,7.5,12C,Talent,12,drama,,,,,,,,
4192,David Davis,2007,8,19,Male,14192,2.7,8.4,9.2,9.2,11A,Sports,11,,,,97.5,cricket,,,,
4193,Lisa Jackson,2009,8,17,Female,14193,3.2,1.3,7.7,6.1,9B,Sports,9,,,,93.6,cricket,,,,
4194,Robert Taylor,2011,11,8,Male,14194,3.6,4.1,5.5,6.1,7A,Talent,7,dance,,,,,,,,
4195,Mark Anderson,2007,5,7,Male,14195,2.2,1.3,3.5,7.1,11A,Talent,11,dance,,,,,,,,
4196,Michelle Johnson,2007,5,11,Female,14196,3.5,1.3,3.8,9.2,11A,Talent,11,dance,,,,,,,,
4197,George Jones,2006,4,9,Male,14197,7.7,8.5,3.9,9.6,12A,Talent,12,singing,,,,,,,,
4198,David Jones,2007,7,25,Male,14198,2.8,7.0,3.1,7.2,11A,Scholar,11,,99-72-72,science,,,,,,
4199,Donald Brown,2010,3,2,Male,14199,7.9,5.4,1.3,9.5,8C,Sports,8,,,,96.9,cricket,,,,
4200,Emma Jackson,2010,6,13,Female,14200,8.4,1.9,7.0,7.2,8C,Sports,8,,,,95.8,cricket,,,,
4201,George Johnson,2006,3,2,Male,14201,1.3,9.3,7.4,7.1,12B,Sports,12,,,,59.0,cricket,,,,
4202,Elizabeth Rodriguez,2009,3,4,Female,14202,6.8,5.3,2.7,8.5,9C,Scholar,9,,88-51-64,science,,,,,,
4203,John Taylor,2012,12,4,Male,14203,7.1,8.0,5.9,8.0,6B,Sports,6,,,,55.6,cricket,,,,
4204,Barbara Moore,2012,1,14,Female,14204,2.9,8.7,0.8,6.0,6C,Talent,6,singing,,,,,,,,
4205,Paul Johnson,2007,6,4,Male,14205,8.9,1.2,1.7,8.8,11C,Scholar,11,,63-67-73,science,,,,,,
4206,Donald Thomas,2007,7,19,Male,14206,7.0,4.4,8.8,9.5,11A,Sports,11,,,,86.2,cricket,,,,
4207,Daniel Moore,2009,5,26,Male,14207,5.3,8.3,1.0,9.5,9B,Scholar,9,,65-78-56,science,,,,,,
4208,Anthony Lopez,2011,5,12,Male,14208,0.3,1.4,7.3,7.2,7B,Scholar,7,,50-50-79,mathematics,,,,,,
4209,Joseph Martin,2009,5,23,Male,14209,0.8,7.8,5.3,9.2,9A,Scholar,9,,97-75-54,science,,,,,,
4210,Barbara Wilson,2009,10,2,Female,14210,8.7,6.9,8.2,9.0,9B,Scholar,9,,91-58-84,science,,,,,,
4211,George Williams,2011,7,7,Male,14211,0.9,3.5,0.8,7.8,7B,Talent,7,singing,,,,,,,,
4212,Robert Hernandez,2010,7,11,Male,14212,3.0,0.1,3.5,7.2,8A,Talent,8,dance,,,,,,,,
4213,John Davis,2010,10,12,Male,14213,4.3,6.6,5.0,9.7,8C,Scholar,8,,73-71-77,mathematics,,,,,,
4214,Maria Miller,2006,10,12,Female,14214,6.4,6.9,4.3,7.3,12A,Talent,12,dance,,,,,,,,
4215,Joseph Thomas,2009,12,7,Male,14215,5.8,2.6,1.3,8.4,9A,Sports,9,,,,94.0,chess,,,,
4216,Laura Jackson,2007,7,4,Female,14216,8.6,3.4,5.4,6.7,11C,Talent,11,drama,,,,,,,,
4217,Richard Smith,2008,7,5,Male,14217,3.8,2.4,9.5,6.6,10B,Talent,10,dance,,,,,,,,
4218,Patricia Jackson,2008,9,9,Female,14218,1.0,3.8,1.4,7.0,10A,Sports,10,,,,96.2,cricket,,,,
4219,George Jones,2007,6,21,Male,14219,5.1,1.8,0.3,6.6,11C,Talent,11,drama,,,,,,,,
4220,Barbara Wilson,2006,10,15,Female,14220,0.2,7.9,4.4,7.3,12A,Sports,12,,,,95.3,chess,,,,
4221,David Anderson,2006,4,8,Male,14221,9.2,3.9,6.5,6.7,12A,Talent,12,singing,,,,,,,,
4222,Steven Garcia,2012,2,20,Male,14222,1.2,5.8,7.3,6.8,6B,Sports,6,,,,74.2,cricket,,,,
4223,David Rodriguez,2007,2,10,Male,14223,1.3,7.8,2.1,8.9,11B,Sports,11,,,,69.2,cricket,,,,
4224,Elizabeth Garcia,2012,4,19,Female,14224,1.1,3.3,5.4,9.9,6B,Sports,6,,,,95.8,chess,,,,
4225,Robert Rodriguez,2011,9,12,Male,14225,6.5,3.6,7.0,6.1,7A,Scholar,7,,84-91-54,mathematics,,,,,,
4226,Paul Hernandez,2006,1,24,Male,14226,1.1,1.9,1.7,7.5,12C,Talent,12,drama,,,,,,,,
4227,Sarah Lopez,2006,10,6,Female,14227,7.3,3.7,2.1,8.1,12C,Talent,12,drama,,,,,,,,
4228,David Martinez,2012,3,23,Male,14228,5.4,3.4,1.1,8.6,6C,Scholar,6,,70-96-61,mathematics,,,,,,
4229,Anna Smith,2009,11,10,Female,14229,7.6,0.4,5.2,6.3,9A,Talent,9,singing,,,,,,,,
4230,Karen Garcia,2012,10,19,Female,14230,1.1,8.6,8.8,6.6,6B,Talent,6,drama,,,,,,,,
4231,Richard Jones,2006,2,9,Male,14231,2.9,1.6,7.8,7.8,12C,Scholar,12,,57-63-56,science,,,,,,
4232,Sandra Garcia,2010,7,9,Female,14232,7.5,7.4,3.4,8.0,8A,Talent,8,dance,,,,,,,,
4233,Michelle Jackson,2011,7,10,Female,14233,7.1,5.5,6.8,9.0,7B,Scholar,7,,70-69-89,science,,,,,,
4234,Joseph Williams,2012,2,1,Male,14234,3.1,7.0,5.7,7.8,6A,Scholar,6,,51-94-75,mathematics,,,,,,
4235,Paul Anderson,2008,5,20,Male,14235,6.7,4.3,0.6,8.7,10A,Talent,10,drama,,,,,,,,
4236,Michael Davis,2012,2,2,Male,14236,9.3,0.6,6.6,8.7,6B,Sports,6,,,,76.8,chess,,,,
4237,Sarah Smith,2010,7,21,Female,14237,7.9,2.1,3.5,8.0,8C,Scholar,8,,74-60-96,mathematics,,,,,,
4238,Kenneth Wilson,2012,12,19,Male,14238,2.5,5.1,5.9,8.5,6B,Scholar,6,,96-63-66,mathematics,,,,,,
4239,John Davis,2011,8,11,Male,14239,5.6,8.5,1.5,8.2,7B,Talent,7,dance,,,,,,,,
4240,Linda Davis,2011,3,3,Female,14240,7.8,7.0,6.7,9.1,7A,Talent,7,dance,,,,,,,,
4241,Anthony Rodriguez,2007,12,19,Male,14241,7.5,4.1,8.2,9.0,11B,Scholar,11,,82-66-88,science,,,,,,
4242,Matthew Hernandez,2010,12,25,Male,14242,7.8,4.9,5.4,7.0,8B,Scholar,8,,59-72-75,science,,,,,,
4243,George Hernandez,2012,8,5,Male,14243,1.8,2.4,9.0,9.6,6B,Sports,6,,,,97.3,cricket,,,,
4244,James Rodriguez,2010,7,22,Male,14244,4.3,3.1,7.7,6.6,8C,Sports,8,,,,56.4,chess,,,,
4245,John Martin,2006,8,3,Male,14245,7.3,2.7,3.3,6.2,12A,Talent,12,dance,,,,,,,,
4246,Susan Martin,2007,9,16,Female,14246,2.2,3.5,4.9,9.4,11A,Talent,11,singing,,,,,,,,
4247,Michael Smith,2008,1,27,Male,14247,3.1,3.3,6.9,6.1,10B,Scholar,10,,95-90-73,mathematics,,,,,,
4248,Kenneth Williams,2008,8,18,Male,14248,0.9,2.5,6.2,7.8,10C,Sports,10,,,,73.6,chess,,,,
4249,Daniel Martin,2011,8,1,Male,14249,7.5,5.8,8.7,8.3,7C,Sports,7,,,,72.4,cricket,,,,
4250,Karen Martin,2010,12,22,Female,14250,6.4,1.3,5.9,8.2,8C,Scholar,8,,79-66-97,science,,,,,,
4251,Richard Martinez,2008,2,20,Male,14251,9.3,2.3,3.5,7.8,10A,Sports,10,,,,66.7,chess,,,,
4252,Daniel Gonzalez,2009,2,2,Male,14252,4.7,1.6,9.2,8.1,9C,Scholar,9,,67-91-75,science,,,,,,
4253,Jennifer Wilson,2010,7,14,Female,14253,7.0,3.3,3.1,6.1,8A,Sports,8,,,,60.3,chess,,,,
4254,Steven Hernandez,2008,3,24,Male,14254,9.1,6.0,6.3,6.4,10C,Sports,10,,,,54.5,cricket,,,,
4255,Jennifer Gonzalez,2010,2,3,Female,14255,1.6,9.2,9.2,7.6,8B,Sports,8,,,,62.5,cricket,,,,
4256,James Wilson,2010,8,23,Male,14256,6.1,1.3,5.1,8.2,8B,Scholar,8,,98-52-80,science,,,,,,
4257,Samantha Miller,2011,1,7,Female,14257,4.6,9.0,0.4,9.2,7A,Sports,7,,,,95.1,cricket,,,,
4258,John Martin,2008,9,22,Male,14258,2.9,9.0,9.2,6.2,10A,Sports,10,,,,95.2,cricket,,,,
4259,Mark Smith,2012,8,26,Male,14259,7.0,0.1,3.7,8.8,6B,Talent,6,singing,,,,,,,,
4260,Lisa Williams,2009,10,3,Female,14260,4.2,0.8,6.2,10.0,9A,Sports,9,,,,81.1,chess,,,,
4261,Maria Miller,2010,12,1,Female,14261,5.6,7.8,8.1,8.1,8A,Sports,8,,,,60.6,cricket,,,,
4262,Linda Johnson,2012,12,26,Female,14262,0.3,3.3,8.4,7.5,6A,Scholar,6,,54-100-90,science,,,,,,
4263,Kenneth Davis,2010,12,18,Male,14263,5.2,1.7,5.6,7.2,8B,Scholar,8,,75-94-98,mathematics,,,,,,
4264,David Lopez,2010,5,20,Male,14264,0.9,7.6,1.0,9.5,8C,Sports,8,,,,82.0,cricket,,,,
4265,Matthew Williams,2006,9,16,Male,14265,1.1,1.6,9.3,8.1,12C,Talent,12,singing,,,,,,,,
4266,Michelle Jones,2006,10,6,Female,14266,3.1,1.1,1.7,9.4,12B,Talent,12,drama,,,,,,,,
4267,Donald Martin,2009,12,16,Male,14267,6.5,8.3,4.2,7.4,9B,Sports,9,,,,87.3,chess,,,,
4268,Charles Wilson,2007,7,10,Male,14268,1.8,8.6,6.0,7.2,11A,Sports,11,,,,50.8,chess,,,,
4269,Steven Thomas,2006,5,3,Male,14269,1.1,6.4,6.0,6.1,12A,Scholar,12,,72-53-92,mathematics,,,,,,
4270,Linda Davis,2009,1,4,Female,14270,9.5,3.1,0.2,7.0,9A,Sports,9,,,,64.3,chess,,,,
4271,Michelle Miller,2012,8,3,Female,14271,4.1,4.5,3.1,9.0,6B,Sports,6,,,,96.9,cricket,,,,
4272,Andrew Taylor,2006,10,1,Male,14272,2.6,3.4,1.8,8.2,12A,Scholar,12,,98-83-87,science,,,,,,
4273,Michael Hernandez,2011,12,3,Male,14273,3.5,1.4,0.4,9.6,7C,Talent,7,singing,,,,,,,,
4274,Donald Gonzalez,2006,8,12,Male,14274,4.2,5.4,8.9,9.1,12C,Scholar,12,,88-79-55,mathematics,,,,,,
4275,William Brown,2012,8,1,Male,14275,2.2,7.7,4.8,9.2,6B,Sports,6,,,,50.1,cricket,,,,
4276,Maria Moore,2010,1,23,Female,14276,0.7,3.0,5.1,8.3,8B,Sports,8,,,,55.9,chess,,,,
4277,Charles Wilson,2008,6,10,Male,14277,7.0,5.4,7.5,9.0,10A,Scholar,10,,69-86-77,mathematics,,,,,,
4278,Helen Wilson,2008,6,2,Female,14278,8.1,9.3,7.9,7.3,10C,Scholar,10,,90-89-69,mathematics,,,,,,
4279,Helen Martin,2009,8,18,Female,14279,8.5,4.2,8.9,8.9,9B,Talent,9,dance,,,,,,,,
4280,Susan Wilson,2007,2,2,Female,14280,1.8,4.8,0.2,6.7,11B,Talent,11,dance,,,,,,,,
4281,Jessica Miller,2006,6,25,Female,14281,7.9,2.8,6.1,8.6,12C,Talent,12,drama,,,,,,,,
4282,William Miller,2012,5,10,Male,14282,7.2,8.3,5.2,7.8,6C,Sports,6,,,,69.6,chess,,,,
4283,Jennifer Williams,2007,11,8,Female,14283,3.4,3.7,1.3,9.4,11A,Sports,11,,,,91.2,cricket,,,,
4284,Steven Martin,2011,8,6,Male,14284,0.7,4.0,3.7,9.6,7B,Scholar,7,,96-63-84,mathematics,,,,,,
4285,Daniel Martinez,2010,7,2,Male,14285,3.8,2.5,1.1,6.3,8C,Talent,8,dance,,,,,,,,
4286,Anthony Anderson,2009,3,16,Male,14286,9.4,7.3,7.7,8.5,9A,Sports,9,,,,89.4,cricket,,,,
4287,Emma Garcia,2009,11,4,Female,14287,9.4,0.6,1.1,8.6,9A,Scholar,9,,63-59-79,science,,,,,,
4288,Emma Jones,2007,10,7,Female,14288,3.4,1.7,0.5,6.6,11C,Scholar,11,,75-73-99,science,,,,,,
4289,Richard Moore,2011,4,24,Male,14289,5.5,3.5,2.8,8.6,7A,Sports,7,,,,58.3,chess,,,,
4290,Anthony Smith,2006,6,9,Male,14290,5.3,0.8,6.5,7.4,12A,Scholar,12,,96-92-51,mathematics,,,,,,
4291,Kenneth Rodriguez,2011,7,20,Male,14291,6.7,1.4,7.0,6.2,7C,Scholar,7,,79-65-79,science,,,,,,
4292,Charles Thomas,2012,4,7,Male,14292,4.9,1.7,9.5,8.8,6B,Talent,6,dance,,,,,,,,
4293,Mary Anderson,2011,3,5,Female,14293,8.1,1.9,6.9,6.0,7A,Sports,7,,,,63.7,cricket,,,,
4294,William Williams,2007,11,5,Male,14294,2.6,6.9,7.2,7.1,11C,Sports,11,,,,57.7,chess,,,,
4295,George Thomas,2009,11,23,Male,14295,2.1,2.7,3.4,7.6,9C,Sports,9,,,,93.1,chess,,,,
4296,Karen Williams,2006,4,27,Female,14296,5.5,6.8,6.2,10.0,12B,Scholar,12,,90-62-59,science,,,,,,
4297,Helen Williams,2010,12,11,Female,14297,2.6,4.8,9.3,8.2,8C,Sports,8,,,,65.1,cricket,,,,
4298,James Moore,2009,7,1,Male,14298,9.1,9.4,8.7,9.3,9B,Sports,9,,,,96.7,chess,,,,
4299,Mark Hernandez,2010,5,16,Male,14299,7.4,9.0,5.8,7.6,8A,Sports,8,,,,94.5,chess,,,,
4300,Elizabeth Jones,2009,12,28,Female,14300,8.7,8.0,0.2,8.8,9B,Sports,9,,,,54.0,cricket,,,,
4301,David Anderson,2007,9,20,Male,14301,3.5,1.9,4.3,9.4,11B,Sports,11,,,,83.5,chess,,,,
4302,Laura Jones,2011,10,18,Female,14302,8.7,2.5,7.4,8.6,7B,Talent,7,singing,,,,,,,,
4303,Daniel Gonzalez,2011,4,17,Male,14303,2.3,3.7,3.5,8.9,7C,Talent,7,singing,,,,,,,,
4304,James Williams,2012,2,10,Male,14304,8.2,0.7,7.1,6.8,6C,Talent,6,dance,,,,,,,,
4305,George Miller,2011,6,19,Male,14305,5.0,1.7,5.0,9.9,7B,Sports,7,,,,86.5,cricket,,,,
4306,Christine Miller,2008,4,24,Female,14306,5.3,8.0,1.1,9.1,10A,Sports,10,,,,72.5,cricket,,,,
4307,Matthew Davis,2006,7,11,Male,14307,6.0,7.5,7.9,8.7,12C,Scholar,12,,76-64-94,mathematics,,,,,,
4308,Christine Gonzalez,2010,4,11,Female,14308,4.2,5.0,6.6,9.1,8A,Sports,8,,,,63.6,cricket,,,,
4309,George Taylor,2007,7,15,Male,14309,3.5,2.0,2.0,9.5,11C,Scholar,11,,67-99-66,mathematics,,,,,,
4310,Matthew Brown,2008,7,21,Male,14310,1.8,8.6,2.2,8.1,10C,Talent,10,drama,,,,,,,,
4311,Joseph Davis,2007,1,21,Male,14311,4.2,3.0,1.8,7.6,11C,Talent,11,drama,,,,,,,,
4312,Andrew Jones,2011,3,19,Male,14312,4.7,8.8,0.2,9.4,7B,Scholar,7,,65-86-94,science,,,,,,
4313,Christine Hernandez,2007,10,21,Female,14313,7.5,2.6,4.1,8.9,11B,Sports,11,,,,61.4,chess,,,,
4314,George Anderson,2006,9,11,Male,14314,4.0,6.8,3.4,8.0,12A,Sports,12,,,,94.6,cricket,,,,
4315,Daniel Jones,2006,8,24,Male,14315,1.6,5.3,2.4,9.9,12C,Scholar,12,,86-68-93,mathematics,,,,,,
4316,Elizabeth Johnson,2008,1,1,Female,14316,2.3,8.0,3.2,6.4,10B,Scholar,10,,79-74-100,science,,,,,,
4317,Kenneth Rodriguez,2007,11,14,Male,14317,8.1,2.9,6.1,6.8,11B,Scholar,11,,61-84-66,science,,,,,,
4318,Susan Lopez,2008,11,21,Female,14318,6.1,5.6,4.1,8.8,10A,Sports,10,,,,52.7,cricket,,,,
4319,Linda Wilson,2012,1,9,Female,14319,1.7,2.6,2.0,8.3,6A,Scholar,6,,85-73-72,mathematics,,,,,,
4320,Linda Rodriguez,2008,12,14,Female,14320,7.1,7.1,0.2,7.5,10C,Talent,10,dance,,,,,,,,
4321,Matthew Lopez,2008,12,23,Male,14321,5.2,2.3,0.5,8.4,10C,Talent,10,dance,,,,,,,,
4322,Michelle Jackson,2010,3,4,Female,14322,5.3,5.2,9.3,6.5,8A,Scholar,8,,83-58-64,mathematics,,,,,,
4323,Andrew Williams,2011,8,20,Male,14323,4.5,8.1,8.0,8.1,7C,Scholar,7,,71-63-69,mathematics,,,,,,
4324,Michelle Smith,2008,1,27,Female,14324,6.9,2.4,9.2,6.3,10B,Talent,10,drama,,,,,,,,
4325,Maria Garcia,2010,7,14,Female,14325,6.5,4.8,7.2,7.4,8C,Talent,8,drama,,,,,,,,
4326,Samantha Martinez,2008,10,23,Female,14326,8.8,0.5,8.6,8.3,10B,Sports,10,,,,83.5,chess,,,,
4327,William Davis,2006,10,20,Male,14327,9.1,7.2,6.0,6.8,12B,Scholar,12,,80-70-94,science,,,,,,
4328,Mary Lopez,2009,5,14,Female,14328,4.3,4.4,5.5,8.1,9C,Sports,9,,,,60.7,chess,,,,
4329,Laura Rodriguez,2009,12,4,Female,14329,5.6,8.5,8.5,9.0,9B,Talent,9,singing,,,,,,,,
4330,Joseph Thomas,2009,8,12,Male,14330,1.8,1.8,0.2,7.0,9B,Sports,9,,,,79.8,cricket,,,,
4331,Andrew Moore,2012,7,24,Male,14331,0.7,8.7,1.3,7.8,6A,Scholar,6,,89-51-54,mathematics,,,,,,
4332,Linda Wilson,2010,8,11,Female,14332,4.3,8.5,5.9,8.5,8C,Scholar,8,,97-90-72,mathematics,,,,,,
4333,Mary Martin,2008,1,28,Female,14333,0.0,8.9,1.4,8.5,10A,Talent,10,drama,,,,,,,,
4334,Helen Williams,2006,4,19,Female,14334,7.4,6.1,4.8,6.8,12C,Scholar,12,,55-91-81,mathematics,,,,,,
4335,Maria Taylor,2006,1,11,Female,14335,6.8,6.6,3.4,7.2,12C,Scholar,12,,97-100-53,science,,,,,,
4336,Linda Rodriguez,2011,9,28,Female,14336,4.2,1.1,0.4,8.1,7A,Sports,7,,,,67.7,cricket,,,,
